name,brand,category,sku,description,package_size,search_keywords
Guinness Foreign Extra Stout 600ml,Guinness Foreign Extra,Alcoholic Beverages,GPS-0372,"Guinness Foreign Extra Stout, 600ml bottle",600ml,"guinness, stout"
Alomo Bitters Gin 200ml,Alomo Bitters,Alcoholic Beverages,GPS-0373,"Alomo Bitters herbal gin, 200ml bottle",200ml,"alomo bitters, gin, bitters"
Alomo Bitters Gin 350ml,Alomo Bitters,Alcoholic Beverages,GPS-0374,"Alomo Bitters herbal gin, 350ml bottle",350ml,"alomo bitters, gin, bitters"
Alomo Bitters Gin 750ml,Alomo Bitters,Alcoholic Beverages,GPS-0375,"Alomo Bitters herbal gin, 750ml bottle",750ml,"alomo bitters, gin, bitters"
Origin Gin Schnapps 350ml,Origin Gin,Alcoholic Beverages,GPS-0376,"Origin premium schnapps/gin, 350ml bottle",350ml,"origin gin, schnapps"
Origin Gin Schnapps 750ml,Origin Gin,Alcoholic Beverages,GPS-0377,"Origin premium schnapps/gin, 750ml bottle",750ml,"origin gin, schnapps"
Kasapreko VC10 Whisky 350ml,Kasapreko VC10,Alcoholic Beverages,GPS-0378,"Kasapreko VC10 whisky, 350ml bottle",350ml,"vc10, whisky, kasapreko"
Kasapreko VC10 Whisky 750ml,Kasapreko VC10,Alcoholic Beverages,GPS-0379,"Kasapreko VC10 whisky, 750ml bottle",750ml,"vc10, whisky, kasapreko"
Four Cousins Wine (Red) 750ml,Four Cousins,Alcoholic Beverages,GPS-0380,"Four Cousins sweet red wine, 750ml bottle",750ml,"four cousins, red wine"
Cassava Flour 1kg,,Rice & Grains,GPS-0381,"Dried cassava flour, 1kg bag",1kg,"cassava flour, konkonte"
Cassava Flour 5kg,,Rice & Grains,GPS-0382,"Dried cassava flour, 5kg bag",5kg,"cassava flour, konkonte"
Konkonte (Dried Cassava) 1kg,,Rice & Grains,GPS-0383,"Dried and pounded cassava (konkonte), 1kg bag",1kg,"konkonte, cassava"
Konkonte (Dried Cassava) 5kg,,Rice & Grains,GPS-0384,"Dried and pounded cassava (konkonte), 5kg bag",5kg,"konkonte, cassava"
Yam Flour (Elubo) 1kg,,Rice & Grains,GPS-0385,"Pounded yam flour, 1kg bag",1kg,"yam flour, elubo, pounded yam"
Yam Flour (Elubo) 5kg,,Rice & Grains,GPS-0386,"Pounded yam flour, 5kg bag",5kg,"yam flour, elubo, pounded yam"
Semolina 500g,,Baking & Cereals,GPS-0387,"Semolina wheat grain, 500g pack",500g,"semolina, cereal"
Semolina 1kg,,Baking & Cereals,GPS-0388,"Semolina wheat grain, 1kg pack",1kg,"semolina, cereal"
Vermicelli 500g,,Pasta & Noodles,GPS-0389,"Vermicelli noodles, 500g pack",500g,"vermicelli, pasta"
Soy Sauce 150ml,,Seasoning & Spices,GPS-0390,"Soy sauce condiment, 150ml bottle",150ml,"soy sauce, seasoning"
Soy Sauce 500ml,,Seasoning & Spices,GPS-0391,"Soy sauce condiment, 500ml bottle",500ml,"soy sauce, seasoning"
Vinegar 350ml,,Seasoning & Spices,GPS-0392,"White vinegar, 350ml bottle",350ml,"vinegar, cooking vinegar"
Vinegar 750ml,,Seasoning & Spices,GPS-0393,"White vinegar, 750ml bottle",750ml,"vinegar, cooking vinegar"
Mayonnaise 250g,,Seasoning & Spices,GPS-0394,"Salad mayonnaise, 250g jar",250g,"mayonnaise, sauce"
Mayonnaise 500g,,Seasoning & Spices,GPS-0395,"Salad mayonnaise, 500g jar",500g,"mayonnaise, sauce"
Ketchup 340g,,Seasoning & Spices,GPS-0396,"Tomato ketchup sauce, 340g bottle",340g,"ketchup, tomato sauce"
Ketchup 500g,,Seasoning & Spices,GPS-0397,"Tomato ketchup sauce, 500g bottle",500g,"ketchup, tomato sauce"
Hot Pepper Sauce (Shito) 250ml,,Seasoning & Spices,GPS-0398,"Ghanaian shito hot pepper sauce, 250ml jar",250ml,"shito, pepper sauce"
Hot Pepper Sauce (Shito) 500ml,,Seasoning & Spices,GPS-0399,"Ghanaian shito hot pepper sauce, 500ml jar",500ml,"shito, pepper sauce"
Honey 250ml,,Seasoning & Spices,GPS-0400,"Pure natural honey, 250ml bottle",250ml,"honey, natural sweetener"
Honey 500ml,,Seasoning & Spices,GPS-0401,"Pure natural honey, 500ml bottle",500ml,"honey, natural sweetener"
Peanut Butter 350g,,Seasoning & Spices,GPS-0402,"Smooth groundnut peanut butter, 350g jar",350g,"peanut butter, groundnut paste"
Peanut Butter 500g,,Seasoning & Spices,GPS-0403,"Smooth groundnut peanut butter, 500g jar",500g,"peanut butter, groundnut paste"
Jam (Strawberry) 250g,,Baking & Cereals,GPS-0404,"Strawberry fruit jam, 250g jar",250g,"jam, strawberry jam"
Jam (Strawberry) 500g,,Baking & Cereals,GPS-0405,"Strawberry fruit jam, 500g jar",500g,"jam, strawberry jam"
Cooking Wine 750ml,,Alcoholic Beverages,GPS-0406,"Cooking wine for stews, 750ml bottle",750ml,cooking wine
Vermicelli Pasta 500g,,Pasta & Noodles,GPS-0407,"Thin vermicelli pasta strands, 500g pack",500g,vermicelli pasta
Frytol Rice Bran Cooking Oil (Wholesale Carton),Frytol,Oils & Fats,GPS-0408,Cooking oil - Wholesale Carton pack,Wholesale Carton,"cooking oil, frytol"
Annapurna Iodated Salt (Wholesale Carton),Annapurna,Seasoning & Spices,GPS-0409,Iodated table salt - Wholesale Carton pack,Wholesale Carton,"salt, annapurna"
Peak Milk Powder Sachet (Wholesale Carton),Peak,Milk & Dairy,GPS-0410,Peak milk powder sachet - Wholesale Carton,Wholesale Carton,peak milk sachet
Maggi Seasoning Cube Sachet (Wholesale Carton),Maggi,Seasoning & Spices,GPS-0411,Maggi seasoning cube sachet - Wholesale Carton,Wholesale Carton,maggi sachet
Voltic Bottled Water Pack (Wholesale Carton),Voltic,Beverages,GPS-0412,Voltic bottled water pack - Wholesale Carton,Wholesale Carton,voltic pack
Frytol Rice Bran Cooking Oil (Retail Single Unit),Frytol,Oils & Fats,GPS-0413,Cooking oil - Retail Single Unit pack,Retail Single Unit,"cooking oil, frytol"
Annapurna Iodated Salt (Retail Single Unit),Annapurna,Seasoning & Spices,GPS-0414,Iodated table salt - Retail Single Unit pack,Retail Single Unit,"salt, annapurna"
Peak Milk Powder Sachet (Retail Single Unit),Peak,Milk & Dairy,GPS-0415,Peak milk powder sachet - Retail Single Unit,Retail Single Unit,peak milk sachet
Maggi Seasoning Cube Sachet (Retail Single Unit),Maggi,Seasoning & Spices,GPS-0416,Maggi seasoning cube sachet - Retail Single Unit,Retail Single Unit,maggi sachet
Voltic Bottled Water Pack (Retail Single Unit),Voltic,Beverages,GPS-0417,Voltic bottled water pack - Retail Single Unit,Retail Single Unit,voltic pack
Frytol Rice Bran Cooking Oil (Bulk Trade Pack),Frytol,Oils & Fats,GPS-0418,Cooking oil - Bulk Trade Pack pack,Bulk Trade Pack,"cooking oil, frytol"
Annapurna Iodated Salt (Bulk Trade Pack),Annapurna,Seasoning & Spices,GPS-0419,Iodated table salt - Bulk Trade Pack pack,Bulk Trade Pack,"salt, annapurna"
Peak Milk Powder Sachet (Bulk Trade Pack),Peak,Milk & Dairy,GPS-0420,Peak milk powder sachet - Bulk Trade Pack,Bulk Trade Pack,peak milk sachet
Maggi Seasoning Cube Sachet (Bulk Trade Pack),Maggi,Seasoning & Spices,GPS-0421,Maggi seasoning cube sachet - Bulk Trade Pack,Bulk Trade Pack,maggi sachet
Voltic Bottled Water Pack (Bulk Trade Pack),Voltic,Beverages,GPS-0422,Voltic bottled water pack - Bulk Trade Pack,Bulk Trade Pack,voltic pack
Frytol Rice Bran Cooking Oil (Promo Pack),Frytol,Oils & Fats,GPS-0423,Cooking oil - Promo Pack pack,Promo Pack,"cooking oil, frytol"
Annapurna Iodated Salt (Promo Pack),Annapurna,Seasoning & Spices,GPS-0424,Iodated table salt - Promo Pack pack,Promo Pack,"salt, annapurna"
Peak Milk Powder Sachet (Promo Pack),Peak,Milk & Dairy,GPS-0425,Peak milk powder sachet - Promo Pack,Promo Pack,peak milk sachet
Maggi Seasoning Cube Sachet (Promo Pack),Maggi,Seasoning & Spices,GPS-0426,Maggi seasoning cube sachet - Promo Pack,Promo Pack,maggi sachet
Voltic Bottled Water Pack (Promo Pack),Voltic,Beverages,GPS-0427,Voltic bottled water pack - Promo Pack,Promo Pack,voltic pack
Frytol Rice Bran Cooking Oil (Family Pack),Frytol,Oils & Fats,GPS-0428,Cooking oil - Family Pack pack,Family Pack,"cooking oil, frytol"
Annapurna Iodated Salt (Family Pack),Annapurna,Seasoning & Spices,GPS-0429,Iodated table salt - Family Pack pack,Family Pack,"salt, annapurna"
Peak Milk Powder Sachet (Family Pack),Peak,Milk & Dairy,GPS-0430,Peak milk powder sachet - Family Pack,Family Pack,peak milk sachet
Maggi Seasoning Cube Sachet (Family Pack),Maggi,Seasoning & Spices,GPS-0431,Maggi seasoning cube sachet - Family Pack,Family Pack,maggi sachet
Voltic Bottled Water Pack (Family Pack),Voltic,Beverages,GPS-0432,Voltic bottled water pack - Family Pack,Family Pack,voltic pack
